Timestamp,delivery_count,share_size,delivery_method,known_csf,csf_impact,grocery_influence,necessary_grocery,grocery_budget,covid_end,found_out,primary_motivations,seafood_quality,frozen_seafood,seafood_types,pickup_experience,pick_location,customer_service,recipes,home_delivery,special_order,website_experience,cooking_seafood,economic_health,fisher_livelihood,ocean_health,less_waste,fisher_access,species_education,member_events,nonseafood_addons,ocean_connection,community_connection,fisher_connection,affected_health,fair_price,recommend,other_csf,feedback,gender,age,household_number,grocery_expenditure ,income,name,
4/24/2020 17:20:31,10 or more,Extra Large,At a pick up location,Yes,Neutral,Did not influence,Yes,No Change,Likely to continue,Chamber newsletter when you first started,"Environmental sustainabilty, Trustworthy/transparent sourcing, Supporting the local economy",very satisfied,satisfied,satisfied,satisfied,very satisfied,very satisfied,satisfied,it's ok,satisfied,satisfied,easy,highly important,highly important,highly important,highly important,highly important,indifferent,indifferent,important,much more than before,somewhat more than before,somewhat more than before,much more than before,"Yes, it's fair",Likely,Yes,Thanks for all you do ,Female,35-44,4,$151 - $200,Rather not say,,
4/24/2020 17:30:33,10 or more,Small,At a pick up location,Yes,Neutral,Slightly Influenced,Sometimes,Increased,Likely to continue,Friend,"Quality/freshness, Trustworthy/transparent sourcing, Supporting the local economy",very satisfied,very satisfied,satisfied,satisfied,satisfied,very satisfied,satisfied,N/A,satisfied,satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,somewhat important,somewhat important,somewhat more than before,somewhat more than before,much more than before,much more than before,It's a little overpriced,I already have,No,"Y'all are doing great, thanks for keeping up the great work and quality despite the huge recent increase in demand! My one request is to keep building out the recipe library. These are my go-to, and I'd especially appreciate some new recipes for the frequent items like black cod, mussels, and oysters.",Female,25-34,2,$101 - $150,$101 - $150K,Molly Morse,
4/24/2020 17:47:49,10 or more,Small,At a pick up location,Yes,Neutral,Slightly Influenced,Yes,Increased,Likely to continue,You guys came over our offices (linkedin Carp),"Quality/freshness, Environmental sustainabilty, Connecting to community, Education about fisheries, cooking and/or the ocean, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,exactly what I want,important,important,important,important,important,important,important,important,much more than before,somewhat more than before,much more than before,somewhat more than before,"Yes, it's fair",I already have,No,,Male,35-44,4,$151 - $200,$201 - $250K,,
4/24/2020 18:12:42,10 or more,Small,At a pick up location,Yes,Neutral,Did not influence,Yes,No Change,Likely to continue,earth day booth last year,"Environmental sustainabilty, Education about fisheries, cooking and/or the ocean, Trustworthy/transparent sourcing",very satisfied,satisfied,satisfied,very satisfied,very satisfied,satisfied,satisfied,N/A,satisfied,satisfied,exactly what I want,important,important,highly important,highly important,highly important,highly important,somewhat important,somewhat important,it's changed my life,somewhat more than before,much more than before,much more than before,"Yes, it's fair",I already have,No,,Female,25-34,1,$101 - $150,$50 - $100K,,
4/24/2020 18:35:09,10 or more,Small,At a pick up location,Yes,Neutral,Did not influence,Yes,Increased,Likely to continue,Social Media,"Quality/freshness, Education about fisheries, cooking and/or the ocean, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,it's ok,N/A,very satisfied,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,highly important,not important,somewhat more than before,somewhat more than before,much more than before,somewhat more than before,"Yes, it's fair",I already have,No,"I feel like this survey assumes I joined because of the covid food issues but I joined in the fall and LOVE IT, I had my subscription on hold for a few weeks due to a special diet I had to be on and really missed it.",Female,55-64,2,$101 - $150,$101 - $150K,,
4/24/2020 18:55:47,10 or more,Medium,At a pick up location,Yes,Neutral,Did not influence,Yes,Increased,Likely to continue,Friend,"Quality/freshness, Environmental sustainabilty, Supporting the local economy",very satisfied,it's ok,satisfied,very satisfied,very satisfied,very satisfied,it's ok,N/A,it's ok,it's ok,easy,highly important,highly important,highly important,highly important,highly important,somewhat important,somewhat important,somewhat important,the same/not at all,somewhat more than before,much more than before,much more than before,"Yes, it's fair",I already have,No,,Male,65+,2,$101 - $150,$101 - $150K,Dennis Johns,
4/24/2020 19:07:26,10 or more,Medium,Home delivery,Yes,Neutral,Slightly Influenced,Sometimes,Increased,Likely to continue,Friend,"Quality/freshness, Environmental sustainabilty, Supporting the local economy",very satisfied,very satisfied,satisfied,very satisfied,very satisfied,N/A,satisfied,very satisfied,very satisfied,very satisfied,do-able,highly important,highly important,highly important,highly important,highly important,somewhat important,not important,somewhat important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",Likely,Yes,Keep up the great work!,Female,25-34,3,$101 - $150,Rather not say,,
4/24/2020 19:09:12,10 or more,Medium,At a pick up location,Yes,Neutral,Slightly Influenced,Sometimes,No Change,Likely to continue,Physical Flier,"Quality/freshness, Access to variety or hard to find products, Environmental sustainabilty",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,highly important,highly important,it's changed my life,the same/not at all,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,No,If I order something extra or special I would sometimes like to opt out of the regular delivery ,Female,55-64,2,$151 - $200,$151 - $200K,Marie Butcher,
4/24/2020 19:09:14,7-9,Small,At a pick up location,Yes,Large Positive Impact,Did not influence,Yes,No Change,Likely to continue,"Friend, Current member","Quality/freshness, Personal health, Environmental sustainabilty, Connecting to community, Trustworthy/transparent sourcing, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,do-able,highly important,highly important,highly important,highly important,highly important,highly important,important,important,somewhat more than before,somewhat more than before,much more than before,somewhat more than before,"Yes, it's fair",I already have,No,I appreciate all your work and personal attention you give customers.,Female,65+,2,$101 - $150,$50 - $100K,,
4/24/2020 19:12:26,10 or more,Small,Home delivery,Yes,Neutral,Slightly Influenced,Yes,Increased,Likely to continue,Family member,"Quality/freshness, Environmental sustainabilty, Trustworthy/transparent sourcing",very satisfied,satisfied,satisfied,N/A,N/A,very satisfied,satisfied,very satisfied,very satisfied,satisfied,do-able,important,highly important,important,highly important,highly important,important,important,important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,No,,Female,65+,1,$51 - $100,< $50K,Olga Altomare,
4/24/2020 19:36:57,7-9,Small,Home delivery,Yes,Neutral,Slightly Influenced,Yes,No Change,Likely to continue,Family member,"Quality/freshness, Access to variety or hard to find products, Personal health, Environmental sustainabilty, Connecting to community, Education about fisheries, cooking and/or the ocean, Convenience, Trustworthy/transparent sourcing, Supporting the local economy",very satisfied,satisfied,satisfied,satisfied,satisfied,very satisfied,satisfied,very satisfied,N/A,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,not important,important,much more than before,much more than before,much more than before,much more than before,"Yes, it's fair",I already have,No,,Male,65+,2,$101 - $150,Rather not say,,
4/24/2020 19:41:28,4-6,Extra Large,Home delivery,Yes,Large Positive Impact,Did not influence,Yes,No Change,Likely to continue,Friend,"Quality/freshness, Environmental sustainabilty, Supporting the local economy",very satisfied,very satisfied,satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,important,important,highly important,the same/not at all,the same/not at all,the same/not at all,the same/not at all,It's a little overpriced,I already have,Yes,,Male,55-64,5,Rather not say,Rather not say,,
4/24/2020 20:29:34,10 or more,Medium,At a pick up location,Yes,Slight Negative Impact,Did not influence,Sometimes,Decreased,Likely to continue,Friend,"Quality/freshness, Personal health, Environmental sustainabilty, Supporting the local economy",very satisfied,N/A,satisfied,very satisfied,very satisfied,very satisfied,it's ok,N/A,N/A,satisfied,do-able,highly important,highly important,highly important,highly important,highly important,highly important,not important,somewhat important,somewhat more than before,somewhat more than before,much more than before,somewhat more than before,"Yes, it's fair",I already have,Yes,I love and appreciate all you’re doing through get hooked! ,Female,25-34,5,$101 - $150,$101 - $150K,,
4/24/2020 20:36:17,10 or more,Small,At a pick up location,Yes,Large Positive Impact,Did not influence,Yes,Increased,Likely to continue,"Friend, Current member","Quality/freshness, Price, Convenience, Trustworthy/transparent sourcing, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,N/A,very satisfied,very satisfied,easy,important,important,important,important,important,important,not important,not important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,No,,Female,55-64,2,$151 - $200,$151 - $200K,,
4/24/2020 20:47:33,10 or more,Small,At a pick up location,Yes,Neutral,Slightly Influenced,Yes,No Change,Likely to continue,Friend,"Quality/freshness, Taking a decision out of your meal planning, Supporting the local economy",very satisfied,satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,N/A,N/A,very satisfied,do-able,highly important,highly important,highly important,highly important,highly important,important,indifferent,important,the same/not at all,the same/not at all,the same/not at all,somewhat more than before,"Yes, it's fair",I already have,No,,Female,65+,2,$151 - $200,$101 - $150K,Linda Gardy,
4/24/2020 21:11:52,10 or more,Small,At a pick up location,Yes,Neutral,Did not influence,Sometimes,Increased,Likely to continue,Kim,"Quality/freshness, Personal health, Environmental sustainabilty, Connecting to community, Convenience, Trustworthy/transparent sourcing, Supporting the local economy",very satisfied,satisfied,satisfied,very satisfied,very satisfied,very satisfied,satisfied,N/A,satisfied,satisfied,do-able,important,important,important,important,important,important,indifferent,indifferent,the same/not at all,somewhat more than before,the same/not at all,somewhat more than before,"Yes, it's fair",I already have,No,,Male,55-64,2,$151 - $200,Rather not say,,
4/24/2020 21:33:50,10 or more,Medium,At a pick up location,Yes,Neutral,Did not influence,Yes,Increased,Likely to continue,"Current member, Previous member, Physical Flier, cant recall.... we were part of the orig group- maybe via Fairview Gardens CSA??","Personal health, Environmental sustainabilty, Supporting the local economy",very satisfied,very satisfied,satisfied,it's ok,it's ok,satisfied,very satisfied,N/A,very satisfied,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,indifferent,indifferent,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,No,"I am appreciative of the pick up efforts you are doing... Wondering if there is any chance you could label the outside of the coolers with what is inside?  By customer name??  Each person has to open each cooler to find their fish.. Sanitation issues vary between customers....- perhaps set up a plain table/spot to sanitize hand FIRST then check off order, then pick up fish from cooler??  I know this is hard on you, but watching customers has made me consider home delivery, yet I love shopping/supporting Gladdens....",Female,55-64,2,$51 - $100,Rather not say,,
4/24/2020 22:12:02,4-6,Small,At a pick up location,Yes,Large Positive Impact,Did not influence,Yes,No Change,Likely to continue,Social Media,"Quality/freshness, Environmental sustainabilty, Education about fisheries, cooking and/or the ocean",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,satisfied,satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,highly important,highly important,much more than before,somewhat more than before,much more than before,much more than before,"Yes, it's fair",I already have,Yes,,Female,35-44,4,$250+,$101 - $150K,Adrienne Cloud,
4/24/2020 22:23:33,4-6,Small,Home delivery,Yes,Large Positive Impact,Did not influence,Yes,Increased,Likely to continue,Friend,"Quality/freshness, Convenience, Trustworthy/transparent sourcing",very unsatisfied,very unsatisfied,very unsatisfied,very unsatisfied,very unsatisfied,very unsatisfied,very unsatisfied,very unsatisfied,very unsatisfied,very unsatisfied,easy,highly important,highly important,highly important,highly important,important,important,not important,somewhat important,somewhat more than before,somewhat more than before,much more than before,somewhat more than before,"Yes, it's fair",I already have,Yes,,Female,55-64,2,Rather not say,Rather not say,,
4/24/2020 22:26:11,10 or more,Medium,At a pick up location,Yes,Large Positive Impact,Slightly Influenced,Yes,Increased,Likely to continue,"Friend, Current member, Previous member","Quality/freshness, Environmental sustainabilty, Connecting to community, Education about fisheries, cooking and/or the ocean, Trustworthy/transparent sourcing, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,satisfied,N/A,satisfied,very satisfied,exactly what I want,important,highly important,highly important,important,highly important,highly important,somewhat important,highly important,much more than before,much more than before,somewhat more than before,much more than before,"Yes, it's fair",Likely,No,,Female,55-64,2,$101 - $150,$151 - $200K,,
4/24/2020 22:40:45,10 or more,Medium,At a pick up location,Yes,Large Positive Impact,Greatly Influenced,Yes,Increased,Likely to continue,Booth at harbor festival ,"Quality/freshness, Personal health, Trustworthy/transparent sourcing",very satisfied,satisfied,very satisfied,satisfied,satisfied,satisfied,satisfied,N/A,very satisfied,very satisfied,do-able,highly important,highly important,highly important,important,highly important,important,important,somewhat important,somewhat more than before,much more than before,much more than before,much more than before,"Yes, it's fair",I already have,No,,Female,45-54,3,$51 - $100,$50 - $100K,,
4/25/2020 6:03:32,10 or more,Large,At a pick up location,Yes,Slight Positive Impact,Did not influence,Yes,No Change,Likely to continue,Friend,"Quality/freshness, Trustworthy/transparent sourcing, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,important,not important,somewhat important,somewhat more than before,somewhat more than before,somewhat more than before,much more than before,"Yes, it's fair",I already have,Yes,,Female,55-64,2,$250+,$101 - $150K,,
4/25/2020 7:06:05,10 or more,Medium,At a pick up location,No,Large Positive Impact,Did not influence,Yes,No Change,Likely to continue,News Media,"Quality/freshness, Taking a decision out of your meal planning, Supporting the local economy",very satisfied,very satisfied,satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,N/A,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,not important,important,much more than before,somewhat more than before,much more than before,somewhat more than before,"Yes, it's fair",I already have,No,,Male,65+,3,$151 - $200,$151 - $200K,,
4/25/2020 7:27:07,10 or more,Medium,At a pick up location,Yes,Neutral,Did not influence,Yes,No Change,Likely to continue,Booth at festival ,"Quality/freshness, Access to variety or hard to find products, Trustworthy/transparent sourcing",very unsatisfied,very unsatisfied,very unsatisfied,very unsatisfied,very unsatisfied,very unsatisfied,very unsatisfied,N/A,very unsatisfied,very unsatisfied,do-able,highly important,highly important,highly important,highly important,important,somewhat important,not important,highly important,the same/not at all,the same/not at all,the same/not at all,the same/not at all,"Yes, it's fair",I already have,No,,Female,45-54,3,Rather not say,Rather not say,,
4/25/2020 7:28:46,10 or more,Medium,At a pick up location,Yes,Slight Negative Impact,Greatly Influenced,"No, it is extra",Increased,Likely to continue,Current member,"Quality/freshness, Environmental sustainabilty, Supporting the local economy",very satisfied,N/A,it's ok,it's ok,very satisfied,satisfied,N/A,N/A,very satisfied,N/A,easy,important,important,highly important,highly important,important,indifferent,indifferent,important,the same/not at all,the same/not at all,the same/not at all,the same/not at all,"Yes, it's fair",I already have,No,"Communication could be better, emails frequently end up in spam folders. Changes to pick up location times/dates should be confirmed directly with the customer before changing anything.",Female,35-44,4,$201 - $250,Over $250K,Nancy Kim,
4/25/2020 7:39:32,10 or more,Small,At a pick up location,Yes,Neutral,Greatly Influenced,Yes,Increased,Likely to continue,Another CSA,"Quality/freshness, Price, Education about fisheries, cooking and/or the ocean, Supporting the local economy, Getting a variety off seafood I would not normally have tried",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,satisfied,satisfied,N/A,satisfied,very satisfied,easy,highly important,highly important,highly important,highly important,highly important,highly important,important,important,somewhat more than before,much more than before,somewhat more than before,much more than before,"Yes, it's fair",I already have,Yes,,Female,55-64,2,$151 - $200,Rather not say,Celeste Kamae-Gale,
4/25/2020 7:43:06,10 or more,Small,At a pick up location,Yes,Neutral,Did not influence,"No, it is extra",Decreased,Likely to continue,Social Media,"Quality/freshness, Environmental sustainabilty, Convenience",very satisfied,satisfied,satisfied,very satisfied,very satisfied,very satisfied,it's ok,very satisfied,very satisfied,N/A,do-able,important,important,highly important,highly important,important,somewhat important,not important,not important,somewhat more than before,the same/not at all,much more than before,the same/not at all,"Yes, it's fair",I already have,Yes,,Female,25-34,2,$51 - $100,$101 - $150K,,
4/25/2020 8:03:38,10 or more,Small,At a pick up location,Yes,Large Positive Impact,Did not influence,Yes,No Change,Likely to continue,Friend,"Quality/freshness, Supporting the local economy",very satisfied,satisfied,satisfied,very satisfied,very satisfied,satisfied,it's ok,N/A,satisfied,it's ok,do-able,highly important,highly important,highly important,somewhat important,highly important,important,not important,not important,somewhat more than before,much more than before,much more than before,somewhat more than before,"Yes, it's fair",I already have,Yes,,Rather not say,65+,2,$151 - $200,$101 - $150K,Hamilton ,
4/25/2020 8:31:31,10 or more,Small,At a pick up location,Yes,Slight Negative Impact,Did not influence,Sometimes,No Change,Likely to continue,"Social Media, News Media","Quality/freshness, Environmental sustainabilty, Connecting to community, Education about fisheries, cooking and/or the ocean, Supporting the local economy",very satisfied,very satisfied,satisfied,satisfied,very satisfied,very satisfied,very satisfied,N/A,satisfied,satisfied,exactly what I want,important,highly important,highly important,highly important,highly important,highly important,important,not important,somewhat more than before,much more than before,much more than before,much more than before,"Yes, it's fair",I already have,No,We love Get Hooked!,Female,25-34,2,$51 - $100,$50 - $100K,Gabrielle Coulousi,
4/25/2020 9:17:07,4-6,Medium,At a pick up location,Yes,Large Positive Impact,Did not influence,"No, it is extra",No Change,Likely to continue,"Current member, Coworker ","Access to variety or hard to find products, Connecting to community, Education about fisheries, cooking and/or the ocean",very satisfied,N/A,it's ok,satisfied,satisfied,N/A,satisfied,N/A,slightly unsatisfied,N/A,exactly what I want,important,important,important,important,highly important,highly important,somewhat important,somewhat important,much more than before,somewhat more than before,much more than before,the same/not at all,It's a little overpriced,I already have,No,,Male,35-44,4,$151 - $200,$151 - $200K,,
4/25/2020 9:39:23,10 or more,Medium,Home delivery,Yes,Large Positive Impact,Did not influence,Yes,No Change,Likely to continue,Friend,"Quality/freshness, Environmental sustainabilty, Trustworthy/transparent sourcing",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,satisfied,very satisfied,very satisfied,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,highly important,highly important,important,important,somewhat more than before,somewhat more than before,much more than before,somewhat more than before,"Yes, it's fair",I already have,Yes,"We are huge fans of your program, and have referred a few of our friends to it already.",Male,35-44,2,$151 - $200,$201 - $250K,,
4/25/2020 9:56:34,10 or more,Medium,At a pick up location,Yes,Neutral,Did not influence,"No, it is extra",Increased,Not sure,sbms,"Convenience, want to eat more fish ",very satisfied,very satisfied,very satisfied,satisfied,satisfied,N/A,satisfied,N/A,satisfied,satisfied,do-able,indifferent,important,important,indifferent,important,indifferent,indifferent,indifferent,somewhat more than before,the same/not at all,somewhat more than before,the same/not at all,It's a little overpriced,I already have,No,,Female,45-54,4,$101 - $150,$50 - $100K,Gabriela,
4/25/2020 10:09:31,10 or more,Medium,At a pick up location,Yes,Large Positive Impact,Did not influence,Yes,Increased,Likely to continue,Santa Barbara City e-mail,"Quality/freshness, Environmental sustainabilty, Supporting the local economy",very satisfied,very satisfied,satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,easy,highly important,highly important,highly important,highly important,highly important,important,somewhat important,highly important,much more than before,much more than before,much more than before,it's changed my life,It's a little overpriced,I already have,No,,Female,65+,2,$201 - $250,$101 - $150K,,
4/25/2020 10:19:50,4-6,Small,At a pick up location,Yes,Neutral,Did not influence,Yes,No Change,Likely to continue,NCEAS Aquaculture Open House in March,"Quality/freshness, Price, Environmental sustainabilty",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,exactly what I want,important,highly important,highly important,important,important,important,indifferent,somewhat important,somewhat more than before,the same/not at all,somewhat more than before,somewhat more than before,It's worth more,I already have,Yes,Y'all rock. I am excited each and every week for my Get Hooked delivery. Could not be happier.,Male,25-34,1,$51 - $100,< $50K,Elliott Matthews,
4/25/2020 10:50:12,7-9,Medium,Home delivery,Yes,Large Positive Impact,Did not influence,Yes,Increased,Likely to continue,Friend,"Quality/freshness, Education about fisheries, cooking and/or the ocean, Supporting the local economy",very satisfied,very satisfied,very satisfied,satisfied,satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,exactly what I want,highly important,highly important,important,important,highly important,highly important,indifferent,indifferent,much more than before,much more than before,much more than before,somewhat more than before,"Yes, it's fair",I already have,Yes,,Female,55-64,2,$201 - $250,Rather not say,Denise Lilly,
4/25/2020 11:36:54,10 or more,Medium,At a pick up location,Yes,Neutral,Did not influence,"No, it is extra",No Change,Likely to continue,Current member,"Quality/freshness, Access to variety or hard to find products",very satisfied,N/A,satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,slightly unsatisfied,satisfied,exactly what I want,important,highly important,highly important,highly important,important,important,somewhat important,indifferent,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,No,,Male,65+,2,$101 - $150,$101 - $150K,Steve Ziemer,
4/25/2020 11:48:58,10 or more,Medium,At a pick up location,Yes,Neutral,Did not influence,Yes,Increased,Likely to continue,Friend,"Quality/freshness, Convenience, Supporting the local economy",very satisfied,it's ok,it's ok,very satisfied,satisfied,very satisfied,N/A,N/A,slightly unsatisfied,satisfied,easy,highly important,highly important,highly important,important,important,important,somewhat important,indifferent,the same/not at all,the same/not at all,the same/not at all,somewhat more than before,It's a little overpriced,I already have,No,"The flash sale form(s) don't work well for me. Sometimes I try to order extra seafood and it does not seem to work. And once, I received what I ordered and forgot about for weeks and suddenly the order showed up.",Female,55-64,2,$101 - $150,$151 - $200K,,
4/25/2020 12:33:23,10 or more,Small,At a pick up location,Yes,Slight Positive Impact,Did not influence,Yes,No Change,Likely to continue,News Media,"Quality/freshness, Environmental sustainabilty, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,satisfied,N/A,very satisfied,very satisfied,easy,highly important,highly important,highly important,highly important,highly important,highly important,important,highly important,much more than before,much more than before,much more than before,much more than before,"Yes, it's fair",I already have,Yes,,Female,65+,2,$101 - $150,$101 - $150K,Judith Hamilton,
4/25/2020 14:28:03,10 or more,Small,At a pick up location,Yes,Slight Negative Impact,Slightly Influenced,Yes,Increased,Likely to continue,Current member,"Quality/freshness, Environmental sustainabilty, Supporting the local economy",very satisfied,slightly unsatisfied,satisfied,satisfied,very satisfied,slightly unsatisfied,satisfied,N/A,it's ok,slightly unsatisfied,do-able,important,important,somewhat important,somewhat important,important,somewhat important,indifferent,somewhat important,somewhat more than before,somewhat more than before,somewhat more than before,somewhat more than before,It's a little overpriced,I already have,Yes,"Don't offer frozen seafood at the last minute, when we cannot opt out.  I want fresh in almost every instance, and would opt out of frozen, but isn't an option.  Very disappointing to receive a frozen batch of a fish I don't even want or like.  ",Male,55-64,3,Rather not say,Rather not say,Iain Nasatir (Lori),
4/25/2020 14:45:45,10 or more,Small,At a pick up location,Yes,Neutral,Did not influence,"No, it is extra",No Change,Likely to continue,Friend,"Quality/freshness, Convenience, Supporting the local economy",very satisfied,satisfied,satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,N/A,very satisfied,exactly what I want,highly important,highly important,highly important,highly important,important,important,somewhat important,important,somewhat more than before,somewhat more than before,much more than before,somewhat more than before,"Yes, it's fair",I already have,No,,Female,65+,2,$101 - $150,Rather not say,Ann Matson,
4/25/2020 17:06:19,10 or more,Small,At a pick up location,No,Neutral,Did not influence,"No, it is extra",No Change,Not sure,Physical Flier,"Quality/freshness, Connecting to community, Supporting the local economy",very satisfied,N/A,satisfied,very satisfied,very satisfied,N/A,N/A,N/A,very satisfied,N/A,N/A,somewhat important,important,highly important,important,highly important,important,highly important,not important,the same/not at all,somewhat more than before,the same/not at all,somewhat more than before,It's a little overpriced,Likely,No,,Male,45-54,3,Rather not say,Rather not say,,
4/25/2020 17:16:40,4-6,Small,At a pick up location,Yes,Large Positive Impact,Slightly Influenced,"No, it is extra",No Change,Not sure,Family member,"Quality/freshness, Personal health, Supporting the local economy",very satisfied,very satisfied,satisfied,very satisfied,very satisfied,very satisfied,satisfied,N/A,N/A,very satisfied,exactly what I want,highly important,highly important,highly important,important,important,important,somewhat important,not important,somewhat more than before,the same/not at all,somewhat more than before,somewhat more than before,"Yes, it's fair",Likely,No,It adds a bit of excitement to our routine menu planning,Female,65+,2,$51 - $100,$50 - $100K,Morris family,
4/25/2020 20:00:58,10 or more,Small,At a pick up location,Yes,Large Positive Impact,Slightly Influenced,Yes,No Change,Likely to continue,Previous member,"Quality/freshness, Trustworthy/transparent sourcing, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,very satisfied,very satisfied,do-able,highly important,highly important,highly important,highly important,highly important,highly important,not important,highly important,much more than before,much more than before,much more than before,much more than before,"Yes, it's fair",I already have,No,"I have lived in SB since the 60's but have not felt the connection to the ocean, fish or fishermen like I do now. I have a much better understanding of fishing/fishermen and confidence in my ability to cook a fish! I would sorely miss CSF if it were to disband??",Female,65+,2,$201 - $250,Rather not say,soj aronson,
4/25/2020 20:08:44,10 or more,Medium,At a pick up location,Yes,Neutral,Did not influence,Yes,No Change,Likely to continue,Current member,"Quality/freshness, Environmental sustainabilty, Supporting the local economy",satisfied,very satisfied,it's ok,it's ok,satisfied,very satisfied,it's ok,N/A,satisfied,satisfied,easy,important,highly important,highly important,important,highly important,important,not important,not important,the same/not at all,the same/not at all,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,No,,Female,65+,2,$151 - $200,$151 - $200K,,
4/25/2020 20:09:00,10 or more,Medium,At a pick up location,Yes,Neutral,Did not influence,Yes,No Change,Likely to continue,Kim & Victoria,"Quality/freshness, Environmental sustainabilty, Convenience",very satisfied,N/A,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,N/A,very satisfied,exactly what I want,highly important,highly important,highly important,important,important,highly important,somewhat important,not important,much more than before,somewhat more than before,much more than before,much more than before,"Yes, it's fair",I already have,No,Thanks for the amazing work you do,Female,55-64,2,$101 - $150,Rather not say,,
4/25/2020 21:57:00,10 or more,Small,At a pick up location,Yes,Neutral,Did not influence,Yes,Increased,Likely to continue,News Media,"Quality/freshness, Personal health, Environmental sustainabilty",very satisfied,satisfied,satisfied,very satisfied,very satisfied,very satisfied,N/A,N/A,satisfied,satisfied,do-able,highly important,highly important,highly important,highly important,highly important,highly important,indifferent,indifferent,much more than before,the same/not at all,much more than before,much more than before,It's a little overpriced,Likely,Yes,Excellent communication by email to the group and to I dividuals,Female,55-64,2,Rather not say,Rather not say,,
4/25/2020 23:12:25,10 or more,Medium,At a pick up location,Yes,Slight Positive Impact,Greatly Influenced,Sometimes,Increased,Likely to continue,Friend,"Quality/freshness, Personal health, Environmental sustainabilty, Connecting to community, Convenience, Trustworthy/transparent sourcing, Supporting the local economy",very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,very satisfied,N/A,N/A,very satisfied,easy,important,highly important,highly important,highly important,important,somewhat important,important,important,somewhat more than before,much more than before,somewhat more than before,somewhat more than before,"Yes, it's fair",I already have,No,,Male,45-54,2,$201 - $250,$101 - $150K,,
4/26/2020 6:34:17,10 or more,Medium,At a pick up location,Yes,Slight Positive Impact,Did not influence,Yes,Increased,Likely to continue,Friend,Taste ,very satisfied,N/A,it's ok,satisfied,satisfied,satisfied,it's ok,N/A,it's ok,slightly unsatisfied,exactly what I want,highly important,highly important,highly important,important,somewhat important,somewhat important,important,highly important,much more than before,much more than before,much more than before,much more than before,It's a little overpriced,I already have,No,,Male,65+,2,$201 - $250,Over $250K,,
